"","nomem_encr","Extraversion","Agreeableness","Conscientiousness","Emotional_stab","Openness","Self_esteem"
"5000",875878,1.4,2.2,2.1,1.1,1.3,3.54
"5001",875885,3.6,4.2,3.7,2.9,3.3,6
"5002",875900,4.1,4.1,4.3,3.6,3.5,6.38
"5003",875918,3.1,4,3.2,2.8,3.9,5.46
"5004",875936,3.8,4.3,4.1,3.1,4.2,6
"5005",875961,3.9,3.3,4.1,3.7,4.1,6.77
"5006",875976,3.9,3.6,3.4,3.4,4.3,7
"5007",875997,3.2,4.4,4.7,3.8,3.2,6.54
"5008",876019,4,4,4.4,4.4,3.7,6.54
"5009",876028,2.6,3.5,2.5,3.5,2.8,5.08
"5010",876043,3.8,4,3.7,2,3.9,4.54
"5011",876065,2.8,3.1,3.8,3.4,3.3,5.69
"5012",876068,3.7,4.2,2.8,3.1,2.9,6.15
"5013",876080,4,2.8,3.2,4,3.7,6.46
"5014",876083,2.8,3.5,3.8,3.6,3,6.31
"5015",876095,4.9,3.4,3.2,4.5,3.2,6.69
"5016",876101,4,4.5,4.3,4.5,3.9,6.38
"5017",876107,2.6,3.2,3.6,3.6,3,4.69
"5018",876113,3.7,4.1,3.2,2.3,3.3,4.69
"5019",876126,2.6,3.6,3.5,3.6,3.4,6
"5020",876144,2.9,3.8,3.8,3.5,3.6,5.85
"5021",876165,3.7,3.5,4.4,2.6,3.9,6.31
"5022",876181,2.7,2.7,2.7,1.5,3.2,3.31
"5023",876226,2.6,3.6,3.5,3.6,2.9,5.31
"5024",876229,3.5,3.6,3.3,3.6,3.6,6.08
"5025",876260,3.6,4.6,3.8,4.2,4,6.31
"5026",876266,3.5,4.1,3.2,4.5,3.5,6.54
"5027",876278,3.1,3.7,3.7,3.5,3.8,6.92
"5028",876284,3.1,3.6,2.8,3.3,2.9,4.62
"5029",876290,3.3,4.6,4.4,3.6,3.9,6.77
"5030",876318,3.2,4.6,3.9,4.7,3.4,4.62
"5031",876321,3.1,3.5,3.3,3.5,3.2,5
"5032",876336,2.9,1.5,3.4,4.6,2.7,5
"5033",876345,4.2,4,3.9,4.1,3.7,5.15
"5034",876364,3.8,4.1,4,4.2,3.6,5.54
"5035",876376,4.1,4.7,4.5,4.1,4.3,5.92
"5036",876394,3.8,4.4,4.3,4.7,3.3,6.15
"5037",876403,4.3,4.4,4.1,4.5,3.9,6.08
"5038",876419,3.3,4.2,4.3,4,3.3,5.23
"5039",876422,3.6,4.4,3.3,3.6,3.9,5.31
"5040",876473,3.7,4,3.9,3.9,3.4,5.77
"5041",876489,3.3,3.7,3.8,3.1,3.8,5.46
"5042",876525,3.8,4.2,3.3,4,3.7,6.38
"5043",876580,3,4.1,4.2,4.2,3.8,7
"5044",876608,4.3,4.4,3.5,4.5,4,6.92
"5045",876617,3.8,4.5,4,4.3,3.2,6.31
"5046",876620,4.2,3.4,4.2,4.7,4.3,5.92
"5047",876623,3,3.8,3.1,3.8,2.8,5.85
"5048",876626,3.2,3.8,3.7,3.2,2.8,4.46
"5049",876632,4.7,4.4,4.3,1.8,3.7,6
"5050",876638,3.9,4.9,3.9,2.7,3,5.46
"5051",876644,3.3,3.6,3.6,3.8,3.3,5.77
"5052",876647,3.3,4,4.1,4.3,2.7,6.46
"5053",876654,3.7,4.5,3.1,3.8,3.1,6.38
"5054",876681,3.8,3.6,3.5,3.3,3,6
"5055",876687,3.9,4,3.9,3.6,3.4,6.62
"5056",876705,3.4,3.9,3.3,2.9,4,4.85
"5057",876708,4.2,4.4,4.7,3.7,3.4,6.31
"5058",876721,3,3.7,3.8,3.2,3.2,4.38
"5059",876730,3.6,4.4,4.4,4.5,3.8,6
"5060",876763,2.7,4,3.8,3.8,3.9,5.92
"5061",876803,1.7,3.3,4,2.2,3.1,4.08
"5062",876806,2.7,3.3,3.7,3.7,3.8,5.92
"5063",876809,2.8,3.5,4.4,4.6,3.5,5.54
"5064",876831,3.9,4.8,3.7,3.9,4,6.38
"5065",876846,2.1,3.8,4.1,3.2,3.2,6.38
"5066",876855,3.8,3.6,3.8,3.2,3.7,5.85
"5067",876879,3.2,3.5,3.3,4,2.7,4.92
"5068",876882,2.6,3.6,4.1,3.1,3.4,5.15
"5069",876907,2.9,2.9,3.9,3.6,3,5.62
"5070",876910,3,NA,2,3.5,1.5,NA
"5071",876913,3,3.8,3.8,3.2,3.7,5.31
"5072",876919,2.3,3.7,3.4,3.3,2.9,5.54
"5073",876928,3.6,4.1,3.5,3.8,2.7,5.38
"5074",876931,3.9,4.1,3.7,3.7,3.3,6.62
"5075",876956,2.4,3.3,3.2,3.7,3.3,4.77
"5076",876980,2.9,2.9,4.3,4.5,3.5,6.62
"5077",876992,3.7,3.6,3.6,3.2,3.4,6.31
"5078",876995,3.7,3.4,3.7,3.7,3.7,6
"5079",877017,3.5,4,4.1,2.7,3.9,5.31
"5080",877020,4.1,3.9,2.4,4.6,3.9,6.69
"5081",877050,2.9,3.8,3.2,3.1,3.5,5.23
"5082",877090,2.1,3.9,4.1,3.3,3.2,5.08
"5083",877102,3.6,4.1,4.2,2.6,3.2,4.15
"5084",877108,3,2.8,2.4,4,2.8,5.31
"5085",877117,2,3.6,3.5,2.7,2.7,4.31
"5086",877169,3,4.6,4.3,2.4,4,6
"5087",877188,3.7,4,4,3,3.9,4.85
"5088",877206,4.1,4,4.3,2.5,3.5,5.69
"5089",877221,3.3,4.3,3.8,3.6,3.8,5.23
"5090",877246,4.4,3.9,2.9,3.7,3.4,6.31
"5091",877270,3.2,4.4,4.1,3.3,3.9,5.85
"5092",877307,2.8,3.6,4,3.2,3.9,5.46
"5093",877322,3.6,4.3,3.6,3.6,3.2,5.85
"5094",877337,NA,NA,NA,NA,NA,NA
"5095",877355,1.4,3.7,4.7,2.8,4,5.08
"5096",877377,3.2,2.7,3.1,3.2,2.8,5.69
"5097",877392,4.2,4.3,3.9,3.3,3.7,5.46
"5098",877413,3.8,4,4.5,4.8,3.9,5.85
"5099",877416,3.7,4.4,3.9,5,1.7,6.77
"5100",877426,2.4,4.4,3.5,2,3.2,2
"5101",877441,2.9,3.8,4.1,3.8,3.2,6.15
"5102",877468,3,3.7,3.1,2.2,3.1,3.54
"5103",877478,3.4,3.7,3.9,3.9,3.3,6.15
"5104",877490,2.9,4.2,4.7,3.6,2.9,5
"5105",877511,3.9,4.2,3.9,4.2,4.2,6.92
"5106",877517,3.7,4.5,3.7,2.5,3.7,4.85
"5107",877529,2.9,3.2,3.2,3.1,3,5.08
"5108",877536,3.9,3.9,3.2,2.1,3.7,5.08
"5109",877545,2.3,3.8,4.1,4.4,3.2,6
"5110",877548,2.5,4,4.3,4.1,3.2,5.92
"5111",877566,3.7,4,3.6,3,3.8,5.54
"5112",877575,2.5,3.8,3.7,2,2.9,3.92
"5113",877612,2.1,3.9,4.3,3.7,3.1,6.23
"5114",877621,3.6,3.7,3.4,3.5,3.7,6.08
"5115",877633,3.8,4.1,2.7,3.4,3.7,NA
"5116",877636,2,3.8,3.2,3.1,3.6,3.15
"5117",877658,3.3,4.7,4.7,3,3.7,5.23
"5118",877661,3.2,3.8,3.3,3.4,3.2,4.23
"5119",877697,3.5,3.6,4,3.1,3.9,5.69
"5120",877709,4,3.9,4.1,3.5,3.9,4.92
"5121",877719,1.8,3.4,2.5,2.9,4.3,4.23
"5122",877740,3.4,4,3.9,3.8,2.9,5.85
"5123",877761,2.8,3.7,3.7,3.5,3.3,5.85
"5124",877770,3.8,3.8,3.5,3.7,4.1,6.23
"5125",877780,4.6,4.6,3.8,4.5,4.8,6.92
"5126",877783,3,3.2,2.7,4,2.6,4.38
"5127",877850,2.8,3.9,4.5,3.6,3.5,5.31
"5128",877859,3.3,3.8,3.4,3.9,3.5,5
"5129",877871,3.6,4,3.8,4.7,4.3,6.15
"5130",877880,3.6,3.4,3.9,4.2,3.9,5.69
"5131",877947,4.3,4.9,4.8,2.7,3,6.15
"5132",877954,3.4,4.1,3.5,2.5,3.8,4.77
"5133",877957,2.4,4,4.1,3.6,3.7,6.31
"5134",877975,3.6,3.5,3.2,3.8,3.1,5.31
"5135",877999,3.2,3.4,2.4,3.2,3.8,5.38
"5136",878009,2.5,3.6,3.9,3.7,2.5,6.23
"5137",878024,3.1,3.7,3.8,3.3,3.1,4.92
"5138",878027,4.2,3.3,4,4.1,4.1,7
"5139",878030,2,3.5,3.9,3,3.3,4
"5140",878033,3.3,3.4,3.3,3.2,3,4.31
"5141",878070,4,4.2,4.8,2.7,4.1,5.85
"5142",878085,3.8,4,3.8,2.9,3.5,6.31
"5143",878100,3,3.7,2.8,3.3,2.6,5.23
"5144",878106,3.5,3.9,3.7,3.3,2.9,4.92
"5145",878125,4.2,4.4,3.7,4.2,3.2,5.85
"5146",878134,2.8,3.7,2.9,3.2,3.3,3.85
"5147",878146,4.2,4.4,4,2.9,4,3.54
"5148",878158,3.6,4.4,4,4.5,4.3,5.85
"5149",878161,2.9,4.4,3.7,2,3.6,4.69
"5150",878192,2.7,3.7,3.6,2.7,3,5.62
"5151",878207,2.7,2.8,3.8,3.5,3.2,5.31
"5152",878210,2,2.3,3.9,3.2,3.5,6.38
"5153",878219,2.2,3,4.3,4.2,4.1,6.46
"5154",878222,3.9,3.2,4.1,4,4,6.69
"5155",878228,3.6,4.2,4.4,4.8,3.7,6.77
"5156",878231,2.1,3.2,3.1,2.5,3.3,4.23
"5157",878244,3.5,3.8,4.2,2.5,5,5.38
"5158",878247,3.3,3.4,3,3.6,3.1,5.08
"5159",878256,3.5,3.7,4.1,3.5,3.9,5.62
"5160",878265,3.7,3.7,2.9,2.9,4.7,4.85
"5161",878268,3.4,4.6,3.5,4.1,3.5,6.69
"5162",878271,2.8,3.8,4.2,3.2,3.3,4.46
"5163",878302,2.1,2.6,3.6,2.8,3.6,3.85
"5164",878329,2.8,4.2,4,3.6,3.6,6.69
"5165",878332,3.5,3.8,3.8,4,3.9,6.69
"5166",878347,3.2,3.4,4.2,4,3.8,6.92
"5167",878359,3.4,4.3,2.7,3.3,3.8,4.69
"5168",878363,2.2,3.3,4.4,3.6,3.9,6.38
"5169",878369,3.1,4.3,4.1,4.8,3.1,6.92
"5170",878378,3.7,3.4,2.5,4.1,4,5.92
"5171",878402,3.8,3.8,3.7,4,3.7,5.54
"5172",878427,2.7,3.8,3.4,2.1,3.2,4.38
"5173",878442,3.1,3.9,4.3,4.1,3.1,6.62
"5174",878445,3.8,3.8,4,3.5,3.9,5.77
"5175",878451,2.7,4.2,3.7,3,3.3,5.23
"5176",878454,3.3,4,3.9,2.4,4.8,4.38
"5177",878463,3.1,4.8,4.1,2.4,2.9,4.31
"5178",878466,2.7,3.2,2.6,3.7,2.7,4.85
"5179",878475,2.8,2.9,3.2,3.6,3,4.62
"5180",878479,2.3,3.3,2.9,2.6,3.4,4.15
"5181",878485,3.2,4.4,3.4,3.2,3.7,6.15
"5182",878524,3.2,3.8,2.5,2.4,4.5,4.23
"5183",878530,3.2,4,2.7,2.6,3.2,4.08
"5184",878546,3.7,3.9,4,3.3,4,5.15
"5185",878555,3.6,4.3,4.4,3.4,3.5,6.38
"5186",878573,3.1,3.3,3.3,3.6,3.7,4
"5187",878582,2.8,3.9,3.5,4.1,3.5,5.92
"5188",878610,2.1,3,3.6,3.8,2.3,5.23
"5189",878613,3,3,3,3,3,4
"5190",878628,3,2,3.8,4.3,3.9,5.54
"5191",878656,2.9,3.6,3.8,4,3.4,6.38
"5192",878665,3.4,3.3,3.5,3.6,3.3,4.62
"5193",878692,3.9,4.5,3.3,3.2,3,5.15
"5194",878704,4.3,4.1,3.3,4.7,3.3,6.54
"5195",878756,4,3.8,3.3,3.8,3.3,5.69
"5196",878781,4,4.7,4.4,2.8,3.6,4.46
"5197",878784,3.3,3.1,3.8,3.5,2.7,6.23
"5198",878787,4.8,4.8,4.6,4.2,3.8,6.54
"5199",878799,3.9,4.6,4.1,3.7,4.5,6.15
"5200",878826,2.9,4.2,3.8,3.4,2.9,4.62
"5201",878829,3.8,4.4,4.8,3.8,3.8,5.77
"5202",878836,2.7,4.2,3.8,3,4.7,4.08
"5203",878854,3.8,3.7,3.8,4.1,4.1,5.69
"5204",878860,3.6,4.1,4.5,3.6,3.6,6.23
"5205",878872,4,4.4,3.3,3.9,4.1,6.08
"5206",878894,3.3,4.2,4,3.1,2.6,3.92
"5207",878921,2.1,3.3,4.6,3.9,4.6,6.54
"5208",878927,4.2,4,3.3,2.9,3.1,6.23
"5209",878939,1.6,3.9,4.4,2.9,2.7,4.31
"5210",878948,2.6,3.7,3.2,3.3,3.5,5.69
"5211",878955,4.1,4.8,4.4,4.3,3.7,6.92
"5212",878964,4.1,3.8,3.9,4,3.2,6.46
"5213",878979,3.1,3.9,3.3,4.5,3.5,5.38
"5214",878985,1.9,3.6,4.7,3,4,6.15
"5215",879003,3.5,3.3,4.1,4.3,3.6,6.62
"5216",879037,3.1,3.5,3.7,3.5,3.5,5.54
"5217",879040,2.6,3.3,4.4,4.8,4.2,6.77
"5218",879043,2.7,3.6,4.6,3.9,3.4,7
"5219",879055,2.8,3.6,4.2,3.8,3.5,5.62
"5220",879071,3.7,4.1,3.2,3.3,3.6,5.85
"5221",879077,2.7,3.4,3.6,3,2.7,4.46
"5222",879083,2.9,3.8,3.6,3.8,3.3,5
"5223",879092,2.8,4.6,3.5,4.1,2.9,6.31
"5224",879110,2.3,3.9,3.6,2.6,3.7,4.62
"5225",879122,2.6,4.1,3.7,2.8,3.8,5.23
"5226",879153,2.9,3.5,3.6,3.8,4.1,5.15
"5227",879177,3.1,4,4.8,4.7,3.4,6.38
"5228",879196,3.6,3.8,3.8,4.2,3.2,5.69
"5229",879211,4.2,4.5,4.6,4.2,4,6.38
"5230",879217,4.1,4.3,4.3,3.2,3.8,6.38
"5231",879281,3,4.2,4.3,3.2,2.4,5.38
"5232",879306,2.6,4.1,3.9,3.6,3,5.77
"5233",879330,2.8,3.4,3.7,2.6,3.6,5
"5234",879360,2.9,3.6,3.7,3.3,3.2,4.69
"5235",879373,3.3,4,3.7,3,3.7,6
"5236",879388,3.9,3.8,4.5,4.3,4.7,6.46
"5237",879400,2.4,4.3,3.7,3.1,3.1,5.15
"5238",879415,3.8,3.9,3.7,4,3.3,6.54
"5239",879428,2.9,3.5,3.9,2.5,3.7,5.54
"5240",879431,2.6,3.4,3.3,2.7,3.5,6.38
"5241",879437,2.7,3.7,3.8,2.9,3.5,5.23
"5242",879461,2.7,3.8,3.4,2.3,2.4,4.77
"5243",879492,2.4,3.8,4,3.1,3.4,4.69
"5244",879547,2.2,3,4.2,2.5,3,4.23
"5245",879562,2.7,2.4,3.4,3,3.2,3.85
"5246",879565,4.3,3.9,3.5,4.5,4.1,7
"5247",879583,3.5,4.1,3.7,3.3,4.2,5.77
"5248",879592,3.1,4.1,4.3,3.4,3.4,6.77
"5249",879595,3.5,4,3.9,3.4,3.8,5
"5250",879598,2.8,4,3.7,3,3.3,4.62
"5251",879620,3.3,4.7,4.6,3.7,3.4,6.08
"5252",879632,3.3,4,3.3,4.2,2.8,6.54
"5253",879638,3.4,3.9,4.1,4.2,4,6.31
"5254",879647,3.4,3.1,3.9,3.4,3.4,5.08
"5255",879669,4.2,4.3,3,2.7,3.8,5.38
"5256",879672,3.4,4.4,2.9,2.6,3.5,5.46
"5257",879675,3.3,4.4,3.5,3.8,3.4,6.92
"5258",879681,2.9,3.1,3.8,3.9,3.7,5.85
"5259",879687,3.9,3.8,4.2,4.4,3.8,6.54
"5260",879702,3.2,4.2,4,2.5,4.5,6.31
"5261",879708,2.8,3.4,3.5,2.5,3.4,4.92
"5262",879745,3.6,4.2,4,3.1,3.7,6
"5263",879769,3.2,3.8,3.6,4,3.8,5.54
"5264",879772,4.9,5,4.3,3.8,4.7,5.77
"5265",879782,3.7,4.2,1.9,2.8,3.6,4
"5266",879794,3.5,4,3.7,4.3,3.6,6.31
"5267",879806,2.8,4.2,3.3,3.6,4.1,4.38
"5268",879895,2.6,4,3.5,3.1,3.5,5.23
"5269",879904,2.8,4.3,3.9,3.3,3.5,5.31
"5270",879907,4,4.2,3.5,3,3.6,4.08
"5271",879910,3.6,4.3,3.4,2.4,3.3,2.46
"5272",879925,3,2.6,2.3,2.9,3.5,5.15
"5273",879943,2.3,4.2,4.2,3.7,2.9,5.54
"5274",879959,4.3,4.6,4.4,4.5,3.6,6.54
"5275",879968,2.5,3.9,4.4,3.4,3.1,6.31
"5276",879995,2.5,3.9,3.8,2.9,3,4.62
"5277",879998,3.3,4.8,4.7,4.1,4.2,6.69
"5278",880010,2.6,3.5,4.4,2.8,3.4,4.92
"5279",880023,4.1,3.3,3.7,4.1,4,4.69
"5280",880047,3.9,4.4,4.6,3.1,3.3,4.23
"5281",880084,3.3,3.7,3.6,3.9,4,6.54
"5282",880099,2.9,3.7,3.3,3.1,3.4,5.15
"5283",880105,3.2,3.3,4.6,4.2,3.1,6.46
"5284",880111,3,3.4,2.7,3.5,3.1,4.08
"5285",880114,2.3,3.1,3.4,2.9,3.7,5.08
"5286",880120,2.7,3.8,3.4,2.7,4.2,4
"5287",880136,1.3,2,2.4,3.4,2.6,3.23
"5288",880157,4.2,4.1,3.5,4.7,4.9,6.38
"5289",880191,3.3,3.8,2.8,3.8,3.7,5.85
"5290",880203,3.2,3.2,4.1,4.8,3.7,5.62
"5291",880215,2.8,3.8,3.8,3.8,4,5.69
"5292",880230,2.6,3.5,3.6,4.3,3.7,6
"5293",880239,3.9,3.1,4.4,4.5,3.9,6.08
"5294",880252,3,3.8,3.6,3.2,3.5,5.54
"5295",880255,3.3,4.2,4,3.6,3.2,6.15
"5296",880276,3,3.6,3.9,3.4,3,4.92
"5297",880279,2.6,3.5,3.7,3.6,2.5,5.23
"5298",880285,3.2,3.2,3.5,2.7,2.6,4.77
"5299",880303,2.5,3.8,4,3.4,3.4,5.92
"5300",880368,3.4,3.9,3.3,3.7,4.2,6.46
"5301",880389,3.1,4.6,3.7,3.2,3.2,4.23
"5302",880413,2.8,2.7,3.2,3,2.9,4.38
"5303",880419,3.4,3.8,3.8,3.8,3.5,6
"5304",880432,3.4,3.8,3.2,2.5,4.1,4
"5305",880450,2.6,3.6,3.3,2.3,4.1,4.23
"5306",880453,3.3,2.2,2.8,3.6,3.3,5
"5307",880456,3.2,3,3,3.7,3.5,6.38
"5308",880480,3.5,3.4,3.3,2.7,2.6,5.77
"5309",880499,2.1,3.2,3.8,3.7,2.6,4
"5310",880514,3.9,4.2,4.3,1.5,3.6,4.15
"5311",880517,4,4.1,4.4,3.7,3.3,5.85
"5312",880520,3.8,3.9,4.1,4.2,3.1,5.38
"5313",880535,3.2,4,3.4,3.6,3.2,5.62
"5314",880584,1.5,3.4,4.3,3.8,3.2,6.08
"5315",880603,3.3,3.4,3,3,2.7,6.69
"5316",880612,4.3,4.4,4.5,4.4,3.1,6.15
"5317",880639,3.7,4.7,4,4.2,3.4,6.38
"5318",880642,3.1,3.7,3.5,3.9,3.2,5.54
"5319",880664,2.6,4.1,3.7,2.5,3,4.38
"5320",880737,4.2,4.4,4,2.4,4.4,3.31
"5321",880746,2.8,4,3.6,4.4,3.8,6.38
"5322",880749,3.5,3.7,4,3,2.8,5.38
"5323",880822,3.6,4.6,2.5,1.7,3.2,2.85
"5324",880831,3.1,4.1,4,3.3,3.3,6.31
"5325",880834,2.6,3.5,4.1,3.4,3.8,5.62
"5326",880880,4.2,4.8,3.7,3.5,2.8,6.08
"5327",880914,3.8,4.2,3.9,2.8,3.9,5.54
"5328",880926,4.5,4.3,4.3,3.8,4.4,6.92
"5329",880969,3.2,4.3,4,3.8,2.9,6.62
"5330",880972,3,3,3,3,3,4
"5331",880987,2.2,3.6,4,4.5,3.2,6
"5332",880990,1.9,3.8,3.5,2.5,4.1,4.92
"5333",881015,3,4.2,4,3.6,3.4,5.54
"5334",881021,3.5,4.8,4.2,4.6,4.1,6.92
"5335",881033,4.4,4.3,3.9,4.2,3.6,7
"5336",881036,2.8,3.5,2.2,3.8,3.4,4.92
"5337",881042,3.2,3.4,3.4,2.8,3.8,5.69
"5338",881127,3.8,4.5,3.1,3.8,4.8,6.69
"5339",881130,3.8,3.4,2.6,3.8,2.9,5.38
"5340",881143,2.3,4,4.5,2.8,4.3,5.15
"5341",881164,2.9,4,3.7,2.9,3.4,4.92
"5342",881179,3.6,4,4,3.8,3.5,5.38
"5343",881204,4.3,3.9,4.4,3.4,3.6,5.62
"5344",881210,2.9,3.2,3.4,2.7,2.9,5.54
"5345",881243,3.6,4.3,4.3,3.5,3.2,5.92
"5346",881253,4,5,4,3.25,3,NA
"5347",881265,3.7,3.6,2.9,2.9,4.1,4.23
"5348",881268,3.3,3.8,3.7,4,4.1,6.38
"5349",881271,2.9,3.7,3.4,4.1,3.5,5.23
"5350",881311,2.2,3.2,3.2,2.7,4,5.31
"5351",881323,3,3.8,4.2,3.9,2.9,5.62
"5352",881329,3.8,3.9,3.2,3.8,3.2,5.69
"5353",881362,1.1,3.6,1.5,3.9,4.2,4.77
"5354",881375,4,3.9,3.3,4.2,3.8,6.62
"5355",881378,3.5,4,3.6,3,3.2,4.46
"5356",881381,3.5,4.2,3.7,3,3.8,5.23
"5357",881396,4.1,3.5,4,4.4,3.4,6.31
"5358",881408,3.1,4.1,4,4.1,3.4,5.69
"5359",881414,3.1,3.3,3.3,3.5,3.2,4.85
"5360",881420,3.7,3.8,3.1,4.2,3.1,6.15
"5361",881427,3.9,4.4,3.7,4.2,3.9,5.92
"5362",881448,3.3,4.1,3.7,1.1,3.2,4.38
"5363",881481,3.2,2.9,3.5,3.7,3.3,5.54
"5364",881521,2.4,2.9,4.6,2.8,4.4,5.15
"5365",881524,3.7,4,3.5,4,3.7,6.15
"5366",881542,NA,NA,NA,NA,NA,NA
"5367",881552,4.2,3.2,3.7,4.6,4.6,6.23
"5368",881576,4.3,4,3.2,3.4,3.8,5.15
"5369",881582,3.9,3.4,3.4,3,4.8,5.69
"5370",881597,2.7,3.7,3.9,3.6,3.4,5.23
"5371",881600,2.2,4,4.2,1.8,3.2,3.85
"5372",881625,3.4,3.7,3,3.5,2.6,4.08
"5373",881628,3.7,4.3,4.4,3.2,3.2,6.62
"5374",881658,4.5,3.2,2.5,2.1,2.9,4.69
"5375",881713,3.4,3.6,3.6,3.2,3.6,5.77
"5376",881716,3.4,4,3.8,4.2,4.8,5.46
"5377",881719,2.6,3.7,3.5,3.4,3.6,5.15
"5378",881726,3.3,3.7,3.6,3.6,3.3,5.54
"5379",881729,3.6,3.5,2.5,1.9,3.7,5.62
"5380",881774,2.4,3.8,3.8,3.4,2.7,4.15
"5381",881784,2.3,3.9,4.9,4.1,3.6,6.31
"5382",881787,3,3,3,3,3,4
"5383",881826,3,3.7,3.2,2.6,3.7,4.62
"5384",881838,3.6,4.4,4,3.6,3.3,5
"5385",881848,3.2,3.5,3.3,3.2,3.3,NA
"5386",881863,3.5,4.1,3.6,3.6,3.7,4.85
"5387",881866,1.4,3.1,2.6,3.1,3.3,3
"5388",881875,3.3,3.9,3.6,4.2,4.3,6.38
"5389",881881,3,3.1,3,3.8,4.4,6.54
"5390",881884,3,3.9,3.9,3.8,3.9,6.08
"5391",881890,1.8,3.8,3.6,1.7,3.9,4.92
"5392",881921,4,4.8,3.8,3.3,4.4,6.15
"5393",881936,2.8,4.2,4.1,3.7,3.6,6.85
"5394",881958,3.2,3.8,3.9,3,4.2,4.62
"5395",881961,4.2,3.8,4.6,2.3,3.7,5.46
"5396",881964,3.5,3.8,3.8,3.4,3.2,6.15
"5397",881970,4.5,4.2,3.5,4.4,3.9,6.31
"5398",882006,2.2,3.9,3.8,2.8,3.1,4.85
"5399",882022,2,2.3,3.3,3.9,3.5,5.85
"5400",882037,3.9,4.3,4.1,3.4,3.9,4.77
"5401",882040,2.9,3.4,3.5,2.8,3,5.23
"5402",882046,1,4.3,1.8,2.1,2,6.15
"5403",882080,2.8,3.5,4.4,3.4,2.8,5.31
"5404",882110,2.9,3,3.6,2.5,2.6,4.38
"5405",882150,3,3.8,4,3.7,2.7,5.85
"5406",882156,3.9,4,4.5,3.9,3.4,6.77
"5407",882168,4.3,4,2.9,4.5,3.7,5.54
"5408",882183,2.2,4,3.6,3.4,3.3,5.77
"5409",882186,3.7,3.7,3.1,3,3.5,4.62
"5410",882214,3.2,3.3,3.6,4.1,3,5
"5411",882244,3.6,4.1,4.3,4.6,3.7,6.69
"5412",882260,3.1,3.8,4.1,2.2,3.1,4.85
"5413",882278,3.7,4.2,3.8,3.5,4.1,6.54
"5414",882293,3.2,4.6,4.4,4.2,4,5.92
"5415",882330,3.1,3.3,3.6,3.2,3.5,5
"5416",882354,2.4,3.7,3.4,2.4,3.8,3.31
"5417",882360,1.9,3.8,3.6,3.7,2.6,5.15
"5418",882394,3.6,3.9,4.6,4.8,3.7,6.38
"5419",882403,3.2,3.4,3.8,3.9,4.4,5.31
"5420",882415,3.1,3.2,4.2,2,3.3,5.08
"5421",882427,3.3,3.7,3.1,4.2,2.8,5.23
"5422",882440,2.3,3.5,3.9,3.5,3.1,4.92
"5423",882449,3.9,4.3,3.6,4.2,3.5,6.08
"5424",882458,2.9,4.2,3,2.6,3.4,4.38
"5425",882464,3.1,3.2,2.7,3.7,3,6.08
"5426",882479,2.9,3.9,4.1,4.5,3.7,6.54
"5427",882501,2.8,3.1,3.5,2.8,2.9,4.62
"5428",882504,3.3,4.2,4,2.8,3.5,4
"5429",882507,3.6,3.1,2.7,3,3.2,3.77
"5430",882513,3,3.2,3.1,2.6,2.6,5.77
"5431",882528,4.3,4.8,4.8,2.6,4,6
"5432",882571,3.3,3.6,3.9,4,3.1,6.54
"5433",882574,3.1,3.8,3.9,4.6,3,6.31
"5434",882586,3.5,3.8,3.9,3,3.2,7
"5435",882589,2.3,3.2,4.1,3.3,3.9,6.08
"5436",882595,3.7,4.6,2.8,3.1,3.7,6.23
"5437",882623,2.6,3.7,3.4,3.9,2.9,5.08
"5438",882632,3.3,3.8,3.1,3.1,2.3,5.31
"5439",882653,2.7,4.3,3.9,3.9,3.4,6.08
"5440",882699,2.7,3.7,3.9,4.4,3.3,7
"5441",882723,3,3.7,4.7,4.5,3.6,6.31
"5442",882733,3.5,3.7,4.1,4.4,3.2,6.31
"5443",882754,3.8,4.5,4.4,3.9,4.3,6.38
"5444",882757,2.8,3.8,3.8,3.8,2.8,5.46
"5445",882763,2,3.2,3.5,4.1,2.1,5.77
"5446",882769,2.5,3.4,2.6,2.7,2.8,4.15
"5447",882772,3.7,4.2,4.1,3.5,3.7,4.69
"5448",882775,3.9,3.1,3.9,2.8,4.8,5.31
"5449",882785,3.1,3.9,3.8,3.3,2.8,5.92
"5450",882843,3.4,4.5,4.1,2.7,4.1,5.08
"5451",882846,3.1,3.9,3.4,3.9,3.4,5.92
"5452",882849,2.6,3.9,3,4,3.3,6
"5453",882861,3.4,3.5,4.1,3.1,3.4,5.54
"5454",882864,2.9,3.3,3.9,4,3.2,4.38
"5455",882876,1.7,1.8,2.8,2.3,2.5,3.77
"5456",882891,2.7,3.1,4,2.6,3.3,4.92
"5457",882897,2.5,3.9,3.5,3.7,3.5,5.85
"5458",882907,2.8,3.5,4,3.1,2.7,4.15
"5459",882919,3.1,3.7,3.6,2.4,3.8,5.31
"5460",882922,3.4,3.7,3.6,3.8,2.9,5.46
"5461",882940,4,3.8,4.2,3,3.5,6.23
"5462",882952,2.2,4.4,4.2,3,2.9,5.54
"5463",882983,3.7,3.6,2.9,4,3.8,6.31
"5464",882989,3.3,3.9,4.1,3.4,4.2,6.08
"5465",883026,3.7,3.9,3.9,3.5,3.8,5.85
"5466",883044,3.5,4.3,4,3.4,4,5.54
"5467",883053,2.9,3.7,3.6,3.7,3.6,4.62
"5468",883071,3.6,4,3.8,3.3,3,4.54
