"","nomem_encr","Extraversion","Agreeableness","Conscientiousness","Emotional_stab","Openness","Self_esteem"
"1331",820147,2.9,3.5,3.2,2.3,3.2,4.31
"1332",820156,3,4.6,4.5,3.2,3.1,6.31
"1333",820172,2.5,3.9,3.8,2.9,3.6,5.23
"1334",820184,3.1,4,4.3,3.9,3.3,4.23
"1335",820193,2.8,3.3,2,1.9,2.7,4.15
"1336",820254,2.3,2.9,3.4,4,2.5,5.69
"1337",820257,2.2,3.3,3.5,3.6,2.3,5.77
"1338",820269,3.4,3.8,3.7,2.9,3.6,4.69
"1339",820281,3.4,3.6,3.7,4.3,3.7,5.85
"1340",820285,3.5,3.9,3.8,3.6,3.5,5.46
"1341",820294,3.4,3.8,3.9,4.3,2.9,6
"1342",820352,2.4,3.8,3.9,4.2,3,6.15
"1343",820376,3.2,3.9,4.1,4,3.4,5.54
"1344",820407,2.4,3.7,3.8,3.3,3.3,3.62
"1345",820437,4,3.5,3.1,2.5,4.1,4.92
"1346",820455,3.2,4.5,3.8,1.9,3.6,5.23
"1347",820471,3,3.2,3.4,3.2,3.6,4.62
"1348",820520,3.4,4.4,3.5,3.3,4.2,5.85
"1349",820532,4.2,3.8,2.8,3.5,3.5,6.15
"1350",820541,4.5,4,3.6,4.3,3.7,6.15
"1351",820544,2.4,2.4,3.6,4,1.8,4.08
"1352",820556,3.3,4.5,4.8,3.9,4.1,6.38
"1353",820559,3.2,4.2,4,2.9,3.5,5.38
"1354",820599,3.3,4.3,3.8,2.4,3.5,5.62
"1355",820626,1.7,3.2,3.6,4.1,1.8,4.38
"1356",820654,3.5,4.1,3.8,3,3.5,5.62
"1357",820660,4.4,4.4,3.5,3.5,4.3,6.15
"1358",820675,3.6,3.7,3.3,3.6,3.8,5.77
"1359",820721,2.7,3.3,4,3,3.3,5.54
"1360",820733,3.5,3.4,3.9,2.7,4,6.23
"1361",820742,3.6,4,4,4.4,3.4,6.38
"1362",820748,2.8,4.7,4.2,3.4,3.6,4.69
"1363",820755,3.5,3,3.8,3.9,3.1,5.77
"1364",820764,3.8,3.5,3.5,2.3,4.2,5.85
"1365",820767,3.8,3.9,3.6,4,4,6.08
"1366",820779,2.2,4,3.1,3,3.3,3.92
"1367",820785,3.8,3.9,4,3.9,3.9,6
"1368",820788,2.6,3.5,4.1,3.3,3.6,5.08
"1369",820843,3.2,3.9,3.6,2.5,4,4.31
"1370",820846,2.8,3.8,3.8,2.8,2.8,4.38
"1371",820883,2.1,2.1,3.9,4.9,3.9,6.46
"1372",820901,3.1,3.8,3.7,4.1,2.9,5.38
"1373",820913,2.7,4.6,4.6,3.5,4.1,5
"1374",820922,3.3,4.3,4.2,3.3,3.6,6.69
"1375",820974,3.1,4.4,4.8,2.5,3.4,5
"1376",820989,2.6,3.2,3.2,2.8,3.2,4.54
"1377",821051,4.1,4.1,3.9,3.6,3,5.38
"1378",821069,2.7,3.5,4.1,3.9,3.5,4.46
"1379",821072,3,3,3.2,2.8,3.1,7
"1380",821087,3,3.5,3.4,3.1,2.7,4.38
"1381",821090,3.2,2.7,3.6,4,3,5.23
"1382",821096,3.2,3.6,3.7,3.9,3.5,5.85
"1383",821102,2.9,3.9,4.1,3.7,3.5,6.38
"1384",821115,3.6,4.2,4.2,2.8,4,6.23
"1385",821133,3.3,3.1,3.7,2.7,3.4,4.85
"1386",821145,4.8,4.1,4.5,4.3,4.3,6.77
"1387",821157,3.5,4.3,3.8,3.4,3.7,6
"1388",821209,3,3.6,3.2,2.8,3.2,4.08
"1389",821212,3,4,4.6,4,2.9,6.31
"1390",821224,3,3.1,3.7,3.4,3.2,6.62
"1391",821246,4.4,4.4,3.8,3.5,3.8,6.62
"1392",821249,3.8,3.9,3.2,3.8,3.1,6.92
"1393",821252,3.2,2.9,3.4,3.2,3.1,4.69
"1394",821267,4,3.8,3.2,3.7,2.9,5.15
"1395",821365,3.5,4,3.6,3.3,3.1,6.92
"1396",821371,3.3,2.9,2.1,1.9,3.3,3.69
"1397",821374,2.7,3.6,3.6,3.5,3.8,5.54
"1398",821377,2.9,3.3,3.3,3.8,3.2,5.46
"1399",821386,2.6,3.3,2.8,3,3.2,4
"1400",821401,3.6,3.8,3.6,3.2,3.6,6
"1401",821411,3.6,4,3.9,3.7,3.5,5.62
"1402",821432,NA,NA,NA,NA,NA,NA
"1403",821441,4.1,3.8,3.3,3.7,3.2,5.69
"1404",821447,3.6,4.6,3.9,4.1,3.3,6
"1405",821453,2.7,3.1,2.7,3,3,4.62
"1406",821456,3.1,4.4,3.7,2.8,3.7,5.38
"1407",821493,3.2,3.4,4.1,4,4.4,6.31
"1408",821496,2.6,3.7,3.1,3.2,3.9,5.15
"1409",821508,4.7,4.1,3.6,4.2,4.6,6.62
"1410",821542,3.4,3.8,4,3.8,4.2,6.08
"1411",821560,4.6,4.4,3.4,4.3,3.7,5.62
"1412",821582,3.4,3.4,3.4,3.7,3,6.31
"1413",821588,4.2,3.8,3.6,3.7,3.9,5.77
"1414",821606,4.9,4.5,3.9,4.2,4,6.31
"1415",821609,3.5,4,3.1,2.9,3.4,6
"1416",821618,2.9,4.1,4.3,3.3,2.7,7
"1417",821624,3.3,3.9,4.1,3.5,3.5,6.38
"1418",821643,3.9,4.3,4.2,4,3,6.31
"1419",821649,3.5,4.1,4,3.7,3.5,5.85
"1420",821655,2.7,3.7,3.9,3,3.1,5.23
"1421",821673,3.9,3.3,3,3.5,3.2,4.69
"1422",821682,4.3,4,4.2,3.5,3.6,6.15
"1423",821685,4,4.8,4.4,2.9,4.4,5.62
"1424",821707,3.1,3,2.8,2.7,3.2,4.46
"1425",821716,2.8,3.2,4.2,3.4,2.8,6
"1426",821725,4.2,3.9,3.3,2.4,3.5,5.15
"1427",821728,3.8,4,3.9,4.6,4,6.62
"1428",821737,4.3,4.4,3.7,4.1,4.1,6
"1429",821765,2.8,3.5,3.3,2.8,3.7,5.15
"1430",821774,2.9,3.5,3.3,3.2,3.2,4.15
"1431",821792,2.9,3.2,2.6,3.6,3.9,5.15
"1432",821798,3.6,3.6,4.4,3.7,3.8,6.15
"1433",821823,2.3,3.5,2.9,4.5,4.9,5.23
"1434",821838,3,4,4.4,3.2,3.1,4.46
"1435",821856,4.3,4.5,3.7,2.9,3.8,5.69
"1436",821862,2.8,3.7,3.8,3.2,3.4,5.54
"1437",821881,3.4,3.2,3.8,3.3,3.3,6.15
"1438",821893,3.3,4.1,3.8,4.1,3.5,6.69
"1439",821899,3.2,3.9,3.4,2.8,2.8,3.69
"1440",821920,2.4,3.7,3.6,2.1,3.2,3.85
"1441",821929,3.7,3.1,3.7,3.8,2.9,5
"1442",821932,4.8,4.6,3.2,3.8,4.1,6.08
"1443",821942,3.4,4,3.2,3.2,3.2,3.92
"1444",821948,3.8,3.9,4.3,3.4,4,6.38
"1445",821951,3.8,4.2,4.2,4.7,3.7,6.85
"1446",821984,2.9,3.7,3.4,2.8,3.1,4.62
"1447",822015,1.7,1.9,3.2,3.1,3.7,2.77
"1448",822027,3.8,3.9,3.1,2.6,3.8,6.62
"1449",822045,3.9,4.2,4.3,4.2,2.9,6.31
"1450",822055,3.4,3.9,4,3.6,3.8,6
"1451",822067,3,2.4,3,3.1,3.4,4.23
"1452",822070,3.7,4.4,4.2,3.6,3.8,6.54
"1453",822076,3.9,4.1,3.7,3.3,3.6,5.69
"1454",822079,4.1,4.1,2.6,3.6,4.3,4.31
"1455",822082,3.5,3.9,4.3,3.5,3.5,6.23
"1456",822091,3,4.2,3.7,1.5,2.6,3.23
"1457",822113,2.9,3.1,3.7,3.5,2.2,3.46
"1458",822158,4.5,4.5,4.1,3.1,2.7,5.92
"1459",822192,3.4,2.9,2.8,3.2,3.2,4.08
"1460",822210,2.9,3.9,4,4,3.1,6.23
"1461",822293,3.8,3.7,4.2,4.4,3.4,6.15
"1462",822317,3.8,3.9,3.9,2.3,3.2,5.31
"1463",822335,4.1,4.3,2.5,2.7,4.4,4.85
"1464",822341,3.8,3.8,4,3.9,3.5,5.85
"1465",822354,3.5,4.3,3.6,3.4,3.5,6.38
"1466",822363,3.1,3.8,4.8,4,4.3,6.54
"1467",822366,3.6,3.7,4,3.8,4,4
"1468",822378,2.9,3.7,3.9,3.8,3.2,5.38
"1469",822393,4,3.6,3.7,3.4,3.4,5.38
"1470",822402,4.8,4.1,4.5,3.9,4.4,6.38
"1471",822406,3.5,4.7,4.2,2.8,3.5,6.08
"1472",822418,3.9,4.5,3.7,2.8,3.8,5.69
"1473",822433,3,3.8,3.5,3.7,3.9,5.46
"1474",822439,2.7,3.2,4.1,2,3,1.85
"1475",822463,3.3,4,3.7,2.5,3.2,4.85
"1476",822470,4.2,4.3,4.3,4.7,4.1,7
"1477",822479,2.4,3.8,3.7,3.8,3.8,5.54
"1478",822482,3.6,3.6,3,3.1,3.7,5.54
"1479",822497,2.8,3.4,3.7,3.5,3.5,4.46
"1480",822521,2.9,4.1,4,3.3,3.3,6.15
"1481",822525,2.2,4.1,4.1,2.8,3.6,1.92
"1482",822528,3.3,4.4,3.2,2.2,4.5,4.85
"1483",822540,3.2,3.5,3.2,2.7,3.3,4.23
"1484",822543,3.3,3.9,4.4,4.2,3.5,6.31
"1485",822546,3.5,3.9,3.8,3.1,3.6,6.15
"1486",822558,3.5,3.9,3.2,3.9,4.1,6.31
"1487",822583,2.7,3.7,3.7,3.9,3.4,4.92
"1488",822592,4.5,4.4,3.6,4.2,4.1,6.08
"1489",822610,3.6,3.7,3.6,2.9,3.5,5.31
"1490",822625,2.7,3.6,3.3,2.1,3.6,5.38
"1491",822634,4.2,4.2,3.9,4.5,4.1,6.31
"1492",822689,3.2,3.8,3.3,3.3,3.4,5.69
"1493",822705,4.1,4.6,4.6,3.5,3.9,6.69
"1494",822714,3.3,3.9,3,3.3,3.9,4.38
"1495",822732,4.1,4.2,4.3,2.4,4.4,4.15
"1496",822744,4.4,4.6,4.4,4.8,4.4,7
"1497",822763,2.4,4,3,3.4,3.2,4.31
"1498",822772,3.5,3.5,4.4,3.3,3.8,5.38
"1499",822775,3.2,3.1,3.6,3,3.7,3.92
"1500",822778,1.8,4.1,4.1,2,3.2,4.15
"1501",822796,3.5,3.6,3.9,3.2,3.6,4.54
"1502",822805,3.6,3.9,4.3,3.2,3.7,6
"1503",822808,3.5,4.1,3.8,3.5,3.8,6.15
"1504",822811,3.8,4,3.5,3.9,4,5.62
"1505",822814,3.2,3.9,3.7,3.8,3.5,6
"1506",822827,3.6,3.9,3.2,3.6,3.9,5.46
"1507",822836,2,2.4,4.1,4,4.1,6.77
"1508",822851,2.7,3.1,3.3,3.9,3.3,3.92
"1509",822860,4.2,4.6,3.7,2.4,4.8,5.69
"1510",822863,3.9,4.5,4.6,2.4,4.6,6.31
"1511",822882,3.5,3.8,4,4.4,3.3,6.54
"1512",822924,3.5,4.2,3.3,2.8,4,4.08
"1513",822927,2,2.2,2.9,2.7,3.2,4.69
"1514",822949,3.1,3.7,3.3,3.3,3.2,4.08
"1515",822973,4.4,4.5,4.3,4.4,4.4,6.92
"1516",823001,4.3,4.8,4.4,3.5,4.5,7
"1517",823037,4,3.8,3.9,3.4,3.2,5.31
"1518",823065,2.7,4,3.4,3.8,2.4,5.31
"1519",823117,3.5,3.9,4.1,3.8,3.4,6.08
"1520",823126,4.1,3.7,3.3,3.6,3.5,6.31
"1521",823141,2.5,3.3,3,3.3,3.2,4.15
"1522",823150,3,3.5,3.2,2.6,2.9,4.23
"1523",823175,2.5,3.3,4.3,4,3.9,6.23
"1524",823202,2.5,3.8,3.7,3.4,2.8,5.15
"1525",823220,3.8,4.3,3.3,3.4,3.9,6
"1526",823248,2.5,3.5,3.8,4.1,3.2,6.62
"1527",823251,3.2,4.1,3.6,2.7,3.3,4.77
"1528",823284,3.6,2.9,2.9,3.4,3,6
"1529",823287,2.4,3.7,3.4,3.9,3.1,4.92
"1530",823291,4,3.9,4,4.2,3.8,6.46
"1531",823306,4,3.7,2.5,4.4,4,5.69
"1532",823309,3.25,3.25,4,3.625,3.625,NA
"1533",823321,3,4.4,3.6,3.7,2.9,6.38
"1534",823327,3.3,4.2,4.4,3.3,3.6,5.92
"1535",823342,3.9,4.9,4.4,1.9,3.2,4.62
"1536",823345,2.2,3,3.2,4,3.8,5.62
"1537",823355,3.9,3.8,2.4,2.9,3.2,5.08
"1538",823397,3.1,3.7,3.8,3.7,3.7,5
"1539",823403,3.6,3.6,3,3.5,3,5.54
"1540",823440,3.2,3.7,3.7,3.7,4.5,5.92
"1541",823449,2.5,2.9,2.8,2,3.2,3.08
"1542",823461,3.4,3.9,3.2,3.6,3.2,5.77
"1543",823468,4,4.8,3.6,4.5,4.5,7
"1544",823471,2.7,3.5,3.5,3.7,3.2,4.85
"1545",823489,3.4,3.9,4.1,4,3.3,6
"1546",823504,3.8,4.5,3.1,3.8,3,5.54
"1547",823507,4.1,3.8,4.2,4.9,4.2,6.77
"1548",823510,2.7,4,3.6,3.3,4.1,4.62
"1549",823516,2.3,3.8,3.7,2.6,3.4,3.85
"1550",823526,4.2,4.7,4.1,1.9,4.6,4.69
"1551",823529,2.8,3.5,3.7,4.4,3.1,5.31
"1552",823535,3.2,2.9,3.7,3.1,3.5,5.23
"1553",823553,3,3.6,4.4,4.4,3.9,6.46
"1554",823556,2.8,4.1,3.2,3.8,4.1,5.08
"1555",823571,3.2,3.9,4.5,3.3,3.9,6
"1556",823611,3.4,3.7,3.9,4,4.3,6.85
"1557",823617,3.1,3.3,3.7,2.7,2.6,5.15
"1558",823620,4.1,4.9,4.3,3,3.9,6
"1559",823651,3,4,4,3.6,3.5,4.31
"1560",823654,3,4.6,3.4,2.5,4.2,4.85
"1561",823657,4.4,4.8,4,2.9,2.9,6.77
"1562",823672,4.1,4.4,3.6,3.3,4.5,6.08
"1563",823675,3.8,4.6,4.7,4.2,4.3,6.77
"1564",823678,4,4.1,4.1,4.7,3.9,6.46
"1565",823684,3.9,4.4,4.1,3.2,4,4.85
"1566",823721,2.8,4.4,4.3,3.1,3.5,5.23
"1567",823733,3,3.6,4.1,3.7,3.2,5.08
"1568",823736,3.9,3.8,3.9,4.4,4.2,6.15
"1569",823785,3.2,3.5,3.8,2.8,3.5,4.62
"1570",823822,2.1,2.5,3.2,3.9,3,6.31
"1571",823849,3.2,3.4,3.5,3.8,3,5.23
"1572",823852,3.4,3.9,4.6,4.2,3.5,6.46
"1573",823864,3.7,3.3,3.3,3.1,3.5,5.15
"1574",823910,4.4,4.3,4.4,4.7,3.8,6.23
"1575",823944,2.2,3.7,2.6,4.8,3.8,5.85
"1576",823953,1.4,2.7,4.2,3.8,2.9,5.92
"1577",823965,3.5,3.7,3.7,3.7,3.6,6.31
"1578",823971,2.5,2.9,3.5,2.4,2.8,3.38
"1579",824044,3.9,4,3.1,2.9,3.4,4.69
"1580",824057,4.1,3.8,3.9,3.2,3.6,5.62
"1581",824066,3.1,3.5,4,3.5,3.5,5.54
"1582",824090,3.2,4.6,3.4,3.9,3.5,6.62
"1583",824093,2.7,3.7,3.5,2.6,3.9,3.08
"1584",824096,3.8,4.1,4.1,4.6,3.3,5.92
"1585",824105,3.8,4.1,4.3,3.5,3.2,5.85
"1586",824114,2.8,2.1,3.8,3.2,3.7,6.54
"1587",824154,3,3.1,4.1,3.5,3.6,6.77
"1588",824176,3.7,3.9,3.8,2.8,2.9,5.23
"1589",824209,3.1,3.7,2.4,2.4,3.8,3
"1590",824227,3,3.8,3.5,4.1,3.4,5.08
"1591",824237,3.2,4.3,4.2,3.2,4.1,5.38
"1592",824249,3.2,4.1,3.4,2.1,4.4,6.85
"1593",824301,3,3.6,3.3,3.4,3.2,4.54
"1594",824319,3.3,4,3.7,2.9,3.8,4.23
"1595",824325,3.8,3.9,4,3.6,3.8,5.23
"1596",824328,2.4,3.9,3.9,3,3.1,4.92
"1597",824340,2.2,4,3.1,3.2,4.1,4.31
"1598",824349,3.6,4.6,2.9,3.5,3.1,2.46
"1599",824353,3.3,3.5,3.6,4.1,3.6,6
"1600",824359,2.6,3.7,3.2,3.8,3.7,6.77
"1601",824365,3.2,3.8,3.8,4.2,3,4.46
"1602",824386,2.7,4.5,4.2,2.4,3.9,4
"1603",824414,2.8,4,3.2,3.9,2.9,4.54
"1604",824420,2.7,3.2,4.4,4,3.5,6
"1605",824438,3.4,4.6,4.7,3.8,2.8,4.85
"1606",824447,3.6,3.8,3.5,3.8,4.5,5.38
"1607",824475,3.3,4.1,4.1,2.4,2.8,5
"1608",824484,3.7,3.6,3.6,3.8,4.5,4.77
"1609",824490,4.3,4,3.9,4.8,3.6,6.31
"1610",824499,3.5,3.6,3.5,3.4,3,5.92
"1611",824533,3.5,4,2.7,2.1,3.9,5
"1612",824551,2.5,3.8,3.7,2.8,3.5,4.85
"1613",824566,3.1,3.5,3.6,1.5,3.7,3.69
"1614",824569,3.1,3.9,3.9,1.9,3.5,2.31
"1615",824578,2.9,3.6,4.6,4.2,3.2,6.46
"1616",824594,2.8,4.1,3.5,3.6,2.8,4.08
"1617",824597,2.8,4.1,3.7,3.4,2.9,4.62
"1618",824603,3.3,3.5,4.1,3.9,3.5,6.31
"1619",824621,3,3,3.1,3,3,4.23
"1620",824633,2.8,3.4,3.4,4.6,3.9,6.08
"1621",824645,3.8,4.1,4.3,3.3,3.5,6.15
"1622",824670,3.6,3.8,4.1,4.6,3.9,6.31
"1623",824679,2.8,3.4,3.7,3.2,3.3,5.46
"1624",824682,3.5,4.1,3.7,3,3.6,4.54
"1625",824685,3.8,3.6,2.5,3.1,3.4,5.46
"1626",824688,3.1,3.6,3.8,3.8,4,5.38
"1627",824707,3.5,4.1,3.1,3.6,3.9,6.38
"1628",824737,3.2,3.5,2.7,2.5,3.5,5.31
"1629",824746,3.9,4.4,3.9,1.9,3.3,4.31
"1630",824765,2.8,3.9,3.7,4,3.3,5.38
"1631",824786,3,3.7,3.4,4,3.6,5.15
"1632",824789,3.7,3.3,3.6,4,3.2,5.69
"1633",824798,3.4,4.1,4.4,2.7,3.2,6.77
"1634",824810,2.7,3.7,4.5,2,3.6,3.62
"1635",824816,3.2,3.8,3.5,2.7,3.3,4.38
"1636",824826,3.3,3.3,3.7,3.6,2.7,5.38
"1637",824847,3.5,4,4.7,4.3,4.1,6.38
"1638",824880,2.7,3.7,3.5,2.6,2.6,3.85
"1639",824884,4.3,4.4,2.5,4.2,4.4,4.77
"1640",824911,2.6,3.4,3.8,2.3,3.9,5.15
"1641",824926,3.5,4.3,3.8,3.9,3.1,6.23
"1642",824942,4.1,4,3.3,4.3,4,5.46
"1643",824975,2.7,2.9,3.6,1.4,2.3,2.15
"1644",825021,3.3,3.8,4.5,4.6,4.4,6.77
"1645",825033,3,3.4,3.4,3,3.4,4.38
"1646",825039,3.9,4.4,4.2,4.3,4.1,6.31
"1647",825048,4,4.6,3.8,2,2,3.85
"1648",825076,2.9,4.2,4.7,3.2,3.5,4.69
"1649",825079,3.1,3.4,3.8,4.2,2.4,6.54
"1650",825091,3,3.6,3.2,3.1,3.9,4.54
"1651",825094,2.9,3.8,4,3.3,3.3,6.54
"1652",825125,2.8,3.4,3.4,3.5,3.1,5.69
"1653",825186,3.2,3.5,3.5,3.8,3,7
"1654",825198,3.7,4,4,4.6,4.5,5.92
"1655",825210,3.6,3.7,3.9,3.2,3.7,6.38
"1656",825213,3.7,3.5,3.6,3.8,3.9,6.69
"1657",825241,3,3,3,3,3,4
"1658",825262,3,3.8,3.6,3.6,3.2,4
"1659",825271,3,3.4,3.2,2.8,3.1,4.54
"1660",825274,3.8,4.1,3.8,2.9,3.7,4.23
"1661",825289,2.2,3.3,4.4,2.4,3.1,4
"1662",825292,3.9,3.6,3.8,4.5,4,5.85
"1663",825302,3.5,3.5,3.5,3.7,3.4,5.69
"1664",825329,3.9,3.7,3.6,4.2,3.5,6.15
"1665",825357,2.8,3.6,3.6,4.6,3.4,6.08
"1666",825369,2.8,2.5,3.1,2.9,3.7,4
"1667",825381,2.6,3.6,4.2,3,3.7,6
"1668",825402,3.4,3.8,3,3.7,2.7,5.92
"1669",825436,3.5,4,3.5,4,3.5,5.38
"1670",825451,4.2,4.5,3.9,3.8,3.8,6.38
"1671",825503,3.3,3.3,3.6,3.5,3.3,5.46
"1672",825512,4,4.1,2.8,3.1,3.7,6.08
"1673",825531,4.4,4,3.7,4,3.8,5.85
"1674",825552,3.1,3.7,3.7,2.9,3.5,4.38
"1675",825570,2.7,3.8,4.4,3.9,4,5.77
"1676",825610,4.2,4.7,3.2,4.5,3.5,6.54
"1677",825640,3.5,3.7,2.9,3.8,3.5,5.92
"1678",825646,3.4,4,3.9,3.4,3.3,5.85
"1679",825674,2.6,3.5,3,2.9,3.1,4.85
"1680",825698,3.6,4,4.2,3.8,3.2,6.77
"1681",825708,2.5,4,4.2,4.1,3.6,6.62
"1682",825729,5,5,4.1,4.1,5,6.54
"1683",825753,3.8,4.5,4.4,4.2,3.9,5.38
"1684",825775,3.6,4.5,3.7,3.6,4.6,6.69
"1685",825787,4.8,3.4,2.6,3.8,3.5,6.08
"1686",825811,3.1,4.1,3.3,1.9,3,2.31
"1687",825836,3.9,3.4,2.5,4.5,2.8,6.15
"1688",825851,2.9,2.7,4.3,3.8,3.5,5.92
"1689",825857,5,3.8,3.2,2.9,3.1,6.77
"1690",825875,3.8,3.4,3.9,4,3.3,6.31
"1691",825881,2.5,2.6,3.4,4.3,2.5,6
"1692",825903,3,4,3.1,3.8,3.3,4.77
"1693",825921,3.5,3.2,3.7,3.7,2.9,5.46
"1694",825936,3.8,3.8,4.1,3.4,3.3,6.08
"1695",825964,3.8,3.9,3.9,3,4.1,4.92
"1696",825970,3.5,3.5,3.6,3.5,3,6.15
"1697",825988,3.5,3.8,4.3,3.3,3.5,5.31
"1698",825997,3.5,3.8,3.2,4,3.4,5.69
"1699",826013,2.5,3.2,3.6,3,3.1,4.54
"1700",826040,2.5,3.8,3.8,3.8,3.1,4.23
"1701",826046,3.3,3.9,3.7,3.2,4.4,5.85
"1702",826077,3.4,3.5,4,3.9,3.4,5.38
"1703",826086,3.3,3.8,4,3.2,3.3,4.85
"1704",826098,4,4.7,4.2,2.9,4.4,5.69
"1705",826107,4.1,4.2,4.4,2.6,3.2,4.69
"1706",826141,1.8,3.7,2.9,3.2,2.9,5.08
"1707",826159,3.6,4.4,4.3,4.1,3.8,6.54
"1708",826165,4.2,4.1,4,4.5,4.2,6.15
"1709",826177,4.8,4.9,3.9,3.4,3.8,6.08
"1710",826196,2.9,3.7,3.8,2.2,4,5.23
"1711",826235,4,4.8,4.2,3.4,4.3,6.69
"1712",826254,3.4,4,3.5,3.9,3.3,6.23
"1713",826290,3.1,4.1,4.2,3.7,3.4,5.54
"1714",826293,3.9,3.9,3.5,3.6,3.2,6
"1715",826306,2.9,3.4,3.5,3.6,3,4.69
"1716",826309,2.4,3.7,4.3,3.4,3.7,5.15
"1717",826315,2.5,3.8,3.7,2.2,3.3,5.15
"1718",826318,2.8,3.4,2.9,2.9,3,3.69
"1719",826327,3.7,4.5,3.1,4.1,3.8,5.31
"1720",826339,2.9,4.5,2.8,2.4,3.4,3
"1721",826358,3.9,3.6,3.8,3.6,3.6,5.85
"1722",826364,3.5,4.3,4.3,4,3.6,6.54
"1723",826370,3.9,3.7,4.5,4.2,4.2,6.23
"1724",826382,3.5,3.9,4,3.2,2.8,6.54
"1725",826391,3.4,4.2,4.1,3.6,4,5.69
"1726",826403,3.9,3.2,3.8,4.4,3.8,6.54
"1727",826416,2.5,4.5,3.4,3.5,2.7,6.23
"1728",826422,3.5,4.3,2.9,2.6,4.5,3.62
"1729",826428,2.5,3,2.8,1.8,1.9,3.92
"1730",826446,3,2.9,3.4,2.8,3.3,4.46
"1731",826473,3.3,3.5,3.6,3.5,3.6,5.23
"1732",826480,3.5,3.9,2.7,3.8,3.5,4.31
"1733",826486,3.6,4,3.3,2.9,3.4,5.46
"1734",826516,3.4,3.7,4.1,4,3.6,5.23
"1735",826544,4.5,4,4.4,4.1,4.5,6.31
"1736",826553,4.9,2.7,3.2,4.4,3.2,6.62
"1737",826559,3.1,3.8,3.8,2.6,3.3,6.31
"1738",826580,3.3,3.5,3.5,3.7,3.1,4.54
"1739",826593,4.4,4.4,4.3,3.7,3.6,6.31
"1740",826602,4.8,3.9,3.8,2.9,4.4,6.31
"1741",826620,3.2,3.8,3.3,3.6,3.8,5.77
"1742",826623,3.5,4,2.6,1.9,3.8,2.15
"1743",826641,1.8,3.7,3.3,1.3,4.2,3.46
"1744",826654,2.1,3.2,4,2.6,4.2,3.46
"1745",826672,2.5,4,4.4,3.4,4.1,5.85
"1746",826712,3.4,3.6,4.5,3.8,1.7,6
"1747",826718,2.6,2.9,3.3,3.7,3.1,5.23
"1748",826751,3.7,4.2,3.4,4,3.2,4.77
"1749",826803,4.6,4.9,4.5,4.2,4,6.23
"1750",826809,4.7,4.9,4.8,4.1,4.5,6.46
"1751",826818,3.7,3.8,3.7,3.6,3,5.23
"1752",826828,2.8,2.9,2.8,3.2,3.1,5.77
"1753",826852,2.9,4.3,4.1,3,3.4,5.15
"1754",826855,3.2,4.5,4.6,4.6,4.1,6.38
"1755",826864,3.3,3.8,2.8,3.8,3.7,4.62
"1756",826904,4,4.1,3.8,3.3,3.9,5.92
"1757",826956,2.7,3.9,2.9,2.5,3,3.69
"1758",826968,2.7,2.5,4.2,3.8,3.6,6.54
"1759",826974,3.2,3.9,4.3,3.4,3.4,6.38
"1760",826977,3,3.9,3.7,4.2,3.9,6.77
"1761",826986,1.7,3.3,4.1,2.9,3.8,6.23
"1762",827017,3.4,4.3,4.1,2.7,2.9,6
"1763",827029,2.9,3.7,4,4.5,3.7,6.31
"1764",827038,3.3,3.3,3.4,4,4.4,5.62
"1765",827062,3.8,3.8,4.4,4.6,4.4,7
"1766",827072,3.8,3.7,3.1,3,4.1,5.92
"1767",827075,3,3.7,3.6,3.7,3.1,5.77
"1768",827084,3.3,2.5,4.2,4,4.3,6.31
"1769",827105,3,3.7,2.6,3.2,3,4.46
"1770",827114,3.8,4.2,4.6,3.3,4.5,6.38
"1771",827127,4.1,3.5,3.3,3.3,4.3,6
"1772",827133,3.3,3.1,3,3,2.9,4.69
"1773",827139,3,3,3,3,3,4
"1774",827145,3.2,3.8,4,3.3,3.2,5.69
"1775",827157,2.9,3.3,3.4,2.8,3.1,4.15
"1776",827209,2.7,2.9,3.3,2.7,3.5,4.38
"1777",827215,3.4,4.3,3.7,3,3,5.77
"1778",827246,3.8,4,4,4.6,3.1,6.15
"1779",827310,3.9,4.1,3.9,4.3,3.4,7
"1780",827328,3.5,3.8,3.2,4.2,3,6.08
"1781",827362,4,4,3.7,3.6,4,5.69
"1782",827368,3.7,3.7,4.2,4.6,3.9,6.38
"1783",827389,3.3,3.7,2.4,2.6,3.1,4.54
"1784",827413,3,4.2,3.4,3.3,3.6,4.85
"1785",827429,2.5,4,3.8,1.9,2.7,4
"1786",827432,3.2,3.8,3,2.5,3,4.92
"1787",827447,3.2,3.6,3.3,3.9,3,3.69
"1788",827453,3.2,3.1,3.1,2.8,3,4.77
"1789",827465,3.2,3.7,3.7,3.4,3.5,4.69
"1790",827468,3.2,4.2,4.4,3.2,4,5.54
"1791",827471,3.1,3.5,3.8,4.2,4.2,5.85
"1792",827478,2.9,3.6,3.1,3.2,2.6,5.23
"1793",827499,3.3,3.3,3,4.1,3.6,6.69
"1794",827508,3,4,3.9,3.1,3.7,6
"1795",827520,3.1,4,4.3,4.4,3,6.54
"1796",827557,4,3.9,4.4,3.9,3.9,7
"1797",827560,2.6,4.3,3.2,2.8,4.1,4
"1798",827566,4,4.3,4.5,3.7,2.9,4.85
"1799",827569,3.8,4.4,3.8,4.1,3.7,5.85
"1800",827587,3.5,4,3.7,4,4.2,6.38
